"Step","edited_books_2_200 - train_loss","edited_books_2_200 - train_loss__MIN","edited_books_2_200 - train_loss__MAX","normal_books_2_200 - train_loss","normal_books_2_200 - train_loss__MIN","normal_books_2_200 - train_loss__MAX"
"169","4.500494480133057","4.500494480133057","4.500494480133057","4.3514447666349865","4.3514447666349865","4.3514447666349865"
"172","4.49466131603907","4.49466131603907","4.49466131603907","4.346146110504392","4.346146110504392","4.346146110504392"
"175","4.485256747593955","4.485256747593955","4.485256747593955","4.340438396211654","4.340438396211654","4.340438396211654"
"178","4.4791477218506826","4.4791477218506826","4.4791477218506826","4.332602012725103","4.332602012725103","4.332602012725103"
"181","4.474148780580551","4.474148780580551","4.474148780580551","4.326392661957514","4.326392661957514","4.326392661957514"
"184","4.4666444384862505","4.4666444384862505","4.4666444384862505","4.32209669219123","4.32209669219123","4.32209669219123"
"187","4.460617958553254","4.460617958553254","4.460617958553254","4.31479577412681","4.31479577412681","4.31479577412681"
"190","4.455860679111783","4.455860679111783","4.455860679111783","4.30911203793117","4.30911203793117","4.30911203793117"
"193","4.4505873710390125","4.4505873710390125","4.4505873710390125","4.305301231051248","4.305301231051248","4.305301231051248"
"196","4.445372407398526","4.445372407398526","4.445372407398526","4.299357100138589","4.299357100138589","4.299357100138589"
"199","4.439529422729734","4.439529422729734","4.439529422729734","4.297465801239014","4.297465801239014","4.297465801239014"
"202","4.435822566350301","4.435822566350301","4.435822566350301","4.29417091702658","4.29417091702658","4.29417091702658"
"205","4.432755061558315","4.432755061558315","4.432755061558315","4.288448640278408","4.288448640278408","4.288448640278408"
"208","4.42563754036313","4.42563754036313","4.42563754036313","4.28338815295507","4.28338815295507","4.28338815295507"
"211","4.423021789581057","4.423021789581057","4.423021789581057","4.28288896121676","4.28288896121676","4.28288896121676"
"214","4.420154806167361","4.420154806167361","4.420154806167361","4.276539560348269","4.276539560348269","4.276539560348269"
"217","4.4175220065646705","4.4175220065646705","4.4175220065646705","4.273886154568385","4.273886154568385","4.273886154568385"
"220","4.414869921548026","4.414869921548026","4.414869921548026","4.271761364407009","4.271761364407009","4.271761364407009"
"223","4.410270751468719","4.410270751468719","4.410270751468719","4.267745718123421","4.267745718123421","4.267745718123421"
"226","4.408957110510932","4.408957110510932","4.408957110510932","4.2648574019235275","4.2648574019235275","4.2648574019235275"
"229","4.405244857545883","4.405244857545883","4.405244857545883","4.262217381643871","4.262217381643871","4.262217381643871"
"232","4.404974937438965","4.404974937438965","4.404974937438965","4.260546052266681","4.260546052266681","4.260546052266681"
"235","4.3997270417591885","4.3997270417591885","4.3997270417591885","4.258647907347906","4.258647907347906","4.258647907347906"
"238","4.399783047418746","4.399783047418746","4.399783047418746","4.255135498349628","4.255135498349628","4.255135498349628"
"241","4.3967883170597135","4.3967883170597135","4.3967883170597135","4.252693278448922","4.252693278448922","4.252693278448922"
"244","4.3942428846207875","4.3942428846207875","4.3942428846207875","4.250090182773651","4.250090182773651","4.250090182773651"
"247","4.3910056636447","4.3910056636447","4.3910056636447","4.248262904939198","4.248262904939198","4.248262904939198"
"250","4.389340964574663","4.389340964574663","4.389340964574663","4.247747288809882","4.247747288809882","4.247747288809882"
"253","4.386353144570003","4.386353144570003","4.386353144570003","4.244455568374149","4.244455568374149","4.244455568374149"
"256","4.387037648095025","4.387037648095025","4.387037648095025","4.243298780350458","4.243298780350458","4.243298780350458"
"259","4.380581624924191","4.380581624924191","4.380581624924191","4.24070177759443","4.24070177759443","4.24070177759443"
"262","4.382504535099817","4.382504535099817","4.382504535099817","4.2398817047240245","4.2398817047240245","4.2398817047240245"
"265","4.381901332310268","4.381901332310268","4.381901332310268","4.2386344084664","4.2386344084664","4.2386344084664"
"268","4.378213530495053","4.378213530495053","4.378213530495053","4.236865879997374","4.236865879997374","4.236865879997374"
"271","4.377080762197101","4.377080762197101","4.377080762197101","4.235460909586104","4.235460909586104","4.235460909586104"
"274","4.3796884256695945","4.3796884256695945","4.3796884256695945","4.2338004490685845","4.2338004490685845","4.2338004490685845"
"277","4.374580091900295","4.374580091900295","4.374580091900295","4.233538813061184","4.233538813061184","4.233538813061184"
"280","4.373735461916242","4.373735461916242","4.373735461916242","4.231122713240366","4.231122713240366","4.231122713240366"
"283","4.371413446608043","4.371413446608043","4.371413446608043","4.231558917060731","4.231558917060731","4.231558917060731"
"286","4.37195665117294","4.37195665117294","4.37195665117294","4.228545605190217","4.228545605190217","4.228545605190217"
"289","4.372327062818739","4.372327062818739","4.372327062818739","4.2292146909804575","4.2292146909804575","4.2292146909804575"
"292","4.369124707721529","4.369124707721529","4.369124707721529","4.225655657904489","4.225655657904489","4.225655657904489"
"295","4.367998335096571","4.367998335096571","4.367998335096571","4.226918451369754","4.226918451369754","4.226918451369754"
"298","4.368920352723864","4.368920352723864","4.368920352723864","4.225914470733158","4.225914470733158","4.225914470733158"
"301","4.367709159851074","4.367709159851074","4.367709159851074","4.223832281809004","4.223832281809004","4.223832281809004"
"304","4.368718896593366","4.368718896593366","4.368718896593366","4.223864930016654","4.223864930016654","4.223864930016654"
"307","4.364242515866718","4.364242515866718","4.364242515866718","4.223678490472218","4.223678490472218","4.223678490472218"
"310","4.364490414422656","4.364490414422656","4.364490414422656","4.22203282704429","4.22203282704429","4.22203282704429"
"313","4.363712742215111","4.363712742215111","4.363712742215111","4.219645117956494","4.219645117956494","4.219645117956494"
"316","4.363738752546764","4.363738752546764","4.363738752546764","4.220077843893142","4.220077843893142","4.220077843893142"
"319","4.363735637967548","4.363735637967548","4.363735637967548","4.218266233565315","4.218266233565315","4.218266233565315"
"322","4.3635408991859075","4.3635408991859075","4.3635408991859075","4.219238705105251","4.219238705105251","4.219238705105251"
"325","4.362951498182993","4.362951498182993","4.362951498182993","4.219431453280979","4.219431453280979","4.219431453280979"
"328","4.359798018894498","4.359798018894498","4.359798018894498","4.218055853768001","4.218055853768001","4.218055853768001"
"331","4.36093639192127","4.36093639192127","4.36093639192127","4.216778600026691","4.216778600026691","4.216778600026691"
"334","4.3595483340914285","4.3595483340914285","4.3595483340914285","4.2165214826190285","4.2165214826190285","4.2165214826190285"
"337","4.358900482692416","4.358900482692416","4.358900482692416","4.215115668281676","4.215115668281676","4.215115668281676"
"340","4.359372339551411","4.359372339551411","4.359372339551411","4.214525332526555","4.214525332526555","4.214525332526555"
"343","4.359379333163065","4.359379333163065","4.359379333163065","4.2169727484385175","4.2169727484385175","4.2169727484385175"
"346","4.357822762595283","4.357822762595283","4.357822762595283","4.2147645193433005","4.2147645193433005","4.2147645193433005"
"349","4.35770795458839","4.35770795458839","4.35770795458839","4.214310975301833","4.214310975301833","4.214310975301833"
"352","4.3555454602317205","4.3555454602317205","4.3555454602317205","4.215017973430573","4.215017973430573","4.215017973430573"
"355","4.355269613720122","4.355269613720122","4.355269613720122","4.2128795934101895","4.2128795934101895","4.2128795934101895"
"358","4.358179274059477","4.358179274059477","4.358179274059477","4.213313329787481","4.213313329787481","4.213313329787481"
"361","4.356420146094428","4.356420146094428","4.356420146094428","4.211518681238568","4.211518681238568","4.211518681238568"
"364","4.3561552706218905","4.3561552706218905","4.3561552706218905","4.215052566831074","4.215052566831074","4.215052566831074"
"367","4.355083919706798","4.355083919706798","4.355083919706798","4.214397237414405","4.214397237414405","4.214397237414405"
"370","4.354657752173288","4.354657752173288","4.354657752173288","4.21271588688805","4.21271588688805","4.21271588688805"
"373","4.354986251346649","4.354986251346649","4.354986251346649","4.210108265044197","4.210108265044197","4.210108265044197"
"376","4.354016690027146","4.354016690027146","4.354016690027146","4.210005442301433","4.210005442301433","4.210005442301433"
"379","4.354699513268849","4.354699513268849","4.354699513268849","4.211549297211662","4.211549297211662","4.211549297211662"
"382","4.3549589316050215","4.3549589316050215","4.3549589316050215","4.210411537261236","4.210411537261236","4.210411537261236"
"385","4.3545365371401346","4.3545365371401346","4.3545365371401346","4.2085578517308315","4.2085578517308315","4.2085578517308315"
"388","4.355623968063839","4.355623968063839","4.355623968063839","4.212418457818409","4.212418457818409","4.212418457818409"
"391","4.355745478281899","4.355745478281899","4.355745478281899","4.2110583782196045","4.2110583782196045","4.2110583782196045"
"394","4.354076476324172","4.354076476324172","4.354076476324172","4.209014461154029","4.209014461154029","4.209014461154029"
"397","4.3544639027307905","4.3544639027307905","4.3544639027307905","4.2075093435862705","4.2075093435862705","4.2075093435862705"
"400","4.35359850005498","4.35359850005498","4.35359850005498","4.208552474067325","4.208552474067325","4.208552474067325"
"403","4.353338926557511","4.353338926557511","4.353338926557511","4.209721459282769","4.209721459282769","4.209721459282769"
"406","4.355103102941362","4.355103102941362","4.355103102941362","4.20896821930295","4.20896821930295","4.20896821930295"
"409","4.352768371975611","4.352768371975611","4.352768371975611","4.211117471967425","4.211117471967425","4.211117471967425"
"412","4.352168484339638","4.352168484339638","4.352168484339638","4.211827789034162","4.211827789034162","4.211827789034162"
"415","4.3522393173641625","4.3522393173641625","4.3522393173641625","4.209144944236392","4.209144944236392","4.209144944236392"
"418","4.351218685271248","4.351218685271248","4.351218685271248","4.207744511346968","4.207744511346968","4.207744511346968"
"421","4.353800338412088","4.353800338412088","4.353800338412088","4.210052501587641","4.210052501587641","4.210052501587641"
"424","4.350268371521481","4.350268371521481","4.350268371521481","4.206854676443433","4.206854676443433","4.206854676443433"
"427","4.352343998258076","4.352343998258076","4.352343998258076","4.209002653757731","4.209002653757731","4.209002653757731"
"430","4.351583760882181","4.351583760882181","4.351583760882181","4.210603161463662","4.210603161463662","4.210603161463662"
"433","4.352967307681129","4.352967307681129","4.352967307681129","4.210095530464535","4.210095530464535","4.210095530464535"
"436","4.352680505268157","4.352680505268157","4.352680505268157","4.209613622180999","4.209613622180999","4.209613622180999"
"439","4.350830108400375","4.350830108400375","4.350830108400375","4.210145257768177","4.210145257768177","4.210145257768177"
"442","4.349304944749862","4.349304944749862","4.349304944749862","4.209283401095678","4.209283401095678","4.209283401095678"
"445","4.350094742245144","4.350094742245144","4.350094742245144","4.209293282221234","4.209293282221234","4.209293282221234"
"448","4.351770616713024","4.351770616713024","4.351770616713024","4.207104592096238","4.207104592096238","4.207104592096238"
"451","4.351099010497805","4.351099010497805","4.351099010497805","4.206937566636101","4.206937566636101","4.206937566636101"
"454","4.348572992143177","4.348572992143177","4.348572992143177","4.207535149559142","4.207535149559142","4.207535149559142"
"457","4.352100413943094","4.352100413943094","4.352100413943094","4.207444455888536","4.207444455888536","4.207444455888536"
"460","4.350273964897035","4.350273964897035","4.350273964897035","4.208007967661297","4.208007967661297","4.208007967661297"
"463","4.350583417075021","4.350583417075021","4.350583417075021","4.20765051009163","4.20765051009163","4.20765051009163"
"466","4.350961825204274","4.350961825204274","4.350961825204274","4.2083307977706665","4.2083307977706665","4.2083307977706665"
"469","4.349587205856565","4.349587205856565","4.349587205856565","4.208805716226971","4.208805716226971","4.208805716226971"
"472","4.350190211856176","4.350190211856176","4.350190211856176","4.209824724802895","4.209824724802895","4.209824724802895"
"475","4.350183195537991","4.350183195537991","4.350183195537991","4.2096076427944125","4.2096076427944125","4.2096076427944125"
"478","4.350051819332062","4.350051819332062","4.350051819332062","4.207369350251698","4.207369350251698","4.207369350251698"
"481","4.352393933704922","4.352393933704922","4.352393933704922","4.207970308879065","4.207970308879065","4.207970308879065"
"484","4.349407563133846","4.349407563133846","4.349407563133846","4.207106881671482","4.207106881671482","4.207106881671482"
"487","4.35307414569552","4.35307414569552","4.35307414569552","4.210138763700213","4.210138763700213","4.210138763700213"
"490","4.35281042825608","4.35281042825608","4.35281042825608","4.208099221426343","4.208099221426343","4.208099221426343"
"493","4.3509835553547695","4.3509835553547695","4.3509835553547695","4.2081494936867365","4.2081494936867365","4.2081494936867365"
"496","4.350886447089059","4.350886447089059","4.350886447089059","4.2070659682864235","4.2070659682864235","4.2070659682864235"
"499","4.349636793136597","4.349636793136597","4.349636793136597","4.205668763508872","4.205668763508872","4.205668763508872"
"502","4.349548105209593","4.349548105209593","4.349548105209593","4.206708469088116","4.206708469088116","4.206708469088116"
"505","4.3514417163909425","4.3514417163909425","4.3514417163909425","4.205966415859404","4.205966415859404","4.205966415859404"
"508","4.349053265556456","4.349053265556456","4.349053265556456","4.208620003291538","4.208620003291538","4.208620003291538"
"511","4.350213043273441","4.350213043273441","4.350213043273441","4.206829343523298","4.206829343523298","4.206829343523298"
"514","4.348946692451598","4.348946692451598","4.348946692451598","4.208364581304883","4.208364581304883","4.208364581304883"
"517","4.3487494635203525","4.3487494635203525","4.3487494635203525","4.208890161817036","4.208890161817036","4.208890161817036"
"520","4.347685178120931","4.347685178120931","4.347685178120931","4.207859213390048","4.207859213390048","4.207859213390048"
"523","4.350791946290031","4.350791946290031","4.350791946290031","4.207136195803446","4.207136195803446","4.207136195803446"
"526","4.351918712494865","4.351918712494865","4.351918712494865","4.208549465451922","4.208549465451922","4.208549465451922"
"529","4.350383342258514","4.350383342258514","4.350383342258514","4.20448699073186","4.20448699073186","4.20448699073186"
"532","4.34998064949399","4.34998064949399","4.34998064949399","4.208177119966537","4.208177119966537","4.208177119966537"
"535","4.350186945900084","4.350186945900084","4.350186945900084","4.208993953371805","4.208993953371805","4.208993953371805"
"538","4.351302245306591","4.351302245306591","4.351302245306591","4.205800491666037","4.205800491666037","4.205800491666037"
"541","4.349717045587207","4.349717045587207","4.349717045587207","4.207991149690416","4.207991149690416","4.207991149690416"
"544","4.350878677670917","4.350878677670917","4.350878677670917","4.2059838279845225","4.2059838279845225","4.2059838279845225"
"547","4.3491891830686535","4.3491891830686535","4.3491891830686535","4.2092851722051225","4.2092851722051225","4.2092851722051225"
"550","4.349699512360588","4.349699512360588","4.349699512360588","4.2070366692921475","4.2070366692921475","4.2070366692921475"
"553","4.34902985133822","4.34902985133822","4.34902985133822","4.207607148185609","4.207607148185609","4.207607148185609"
"556","4.351896437387618","4.351896437387618","4.351896437387618","4.209724747945392","4.209724747945392","4.209724747945392"
"559","4.35239957627796","4.35239957627796","4.35239957627796","4.206097845047239","4.206097845047239","4.206097845047239"
"562","4.350895635665409","4.350895635665409","4.350895635665409","4.20603062614562","4.20603062614562","4.20603062614562"
"565","4.3504710046071855","4.3504710046071855","4.3504710046071855","4.206805921736217","4.206805921736217","4.206805921736217"
"568","4.351041513776022","4.351041513776022","4.351041513776022","4.205659143508426","4.205659143508426","4.205659143508426"
"571","4.351635153331454","4.351635153331454","4.351635153331454","4.206244635203528","4.206244635203528","4.206244635203528"
"574","4.34887579130748","4.34887579130748","4.34887579130748","4.208238446523273","4.208238446523273","4.208238446523273"
"577","4.348349889119466","4.348349889119466","4.348349889119466","4.207164473003811","4.207164473003811","4.207164473003811"
"580","4.350183740494743","4.350183740494743","4.350183740494743","4.20784200183929","4.20784200183929","4.20784200183929"
"583","4.349597930908203","4.349597930908203","4.349597930908203","4.206370641314794","4.206370641314794","4.206370641314794"
"586","4.350259898200868","4.350259898200868","4.350259898200868","4.206481275104341","4.206481275104341","4.206481275104341"
"589","4.347962053995284","4.347962053995284","4.347962053995284","4.2090869063422796","4.2090869063422796","4.2090869063422796"
"592","4.3502501343923905","4.3502501343923905","4.3502501343923905","4.2059894516354515","4.2059894516354515","4.2059894516354515"
"595","4.349631960429843","4.349631960429843","4.349631960429843","4.20434918479314","4.20434918479314","4.20434918479314"
"598","4.349077565329416","4.349077565329416","4.349077565329416","4.207370969984266","4.207370969984266","4.207370969984266"
"601","4.350108044488089","4.350108044488089","4.350108044488089","4.207620598021007","4.207620598021007","4.207620598021007"
"604","4.3497417275867765","4.3497417275867765","4.3497417275867765","4.2077947041345025","4.2077947041345025","4.2077947041345025"
"607","4.348595006125314","4.348595006125314","4.348595006125314","4.206420463228983","4.206420463228983","4.206420463228983"
"610","4.351019511147151","4.351019511147151","4.351019511147151","4.205853916349865","4.205853916349865","4.205853916349865"
"613","4.34949739395626","4.34949739395626","4.34949739395626","4.207621525204371","4.207621525204371","4.207621525204371"
"616","4.348540336366684","4.348540336366684","4.348540336366684","4.2071116878872825","4.2071116878872825","4.2071116878872825"
"619","4.349606582096645","4.349606582096645","4.349606582096645","4.207083963212513","4.207083963212513","4.207083963212513"
"622","4.348413955597651","4.348413955597651","4.348413955597651","4.207092239743187","4.207092239743187","4.207092239743187"
"625","4.348938332663642","4.348938332663642","4.348938332663642","4.2065085834927025","4.2065085834927025","4.2065085834927025"
"628","4.34964961097354","4.34964961097354","4.34964961097354","4.204867230521308","4.204867230521308","4.204867230521308"
"631","4.349371857113308","4.349371857113308","4.349371857113308","4.208364225569225","4.208364225569225","4.208364225569225"
"634","4.3492435235825795","4.3492435235825795","4.3492435235825795","4.207819919737559","4.207819919737559","4.207819919737559"
"637","4.3483046312180775","4.3483046312180775","4.3483046312180775","4.206858146758306","4.206858146758306","4.206858146758306"
"640","4.351817388383169","4.351817388383169","4.351817388383169","4.205985909416562","4.205985909416562","4.205985909416562"
"643","4.348964956071642","4.348964956071642","4.348964956071642","4.208515492696611","4.208515492696611","4.208515492696611"
"646","4.350324933491056","4.350324933491056","4.350324933491056","4.2076927404555065","4.2076927404555065","4.2076927404555065"
"649","4.352525238006834","4.352525238006834","4.352525238006834","4.207177684420631","4.207177684420631","4.207177684420631"
"652","4.348081747690837","4.348081747690837","4.348081747690837","4.20700752924359","4.20700752924359","4.20700752924359"
"655","4.352686628462776","4.352686628462776","4.352686628462776","4.206906833345928","4.206906833345928","4.206906833345928"
"658","4.352399844971914","4.352399844971914","4.352399844971914","4.20734449416872","4.20734449416872","4.20734449416872"
"661","4.349466467660571","4.349466467660571","4.349466467660571","4.20902439147707","4.20902439147707","4.20902439147707"
"664","4.349875964815655","4.349875964815655","4.349875964815655","4.204459640714857","4.204459640714857","4.204459640714857"
"667","4.350774602284507","4.350774602284507","4.350774602284507","4.20682948733133","4.20682948733133","4.20682948733133"
"670","4.34860216625153","4.34860216625153","4.34860216625153","4.206312005482022","4.206312005482022","4.206312005482022"
"673","4.350566167680044","4.350566167680044","4.350566167680044","4.2070443327464755","4.2070443327464755","4.2070443327464755"
"676","4.3508137256380115","4.3508137256380115","4.3508137256380115","4.2055771767147005","4.2055771767147005","4.2055771767147005"
"679","4.348124447323027","4.348124447323027","4.348124447323027","4.205579935558259","4.205579935558259","4.205579935558259"
"682","4.350277753103347","4.350277753103347","4.350277753103347","4.207143355929662","4.207143355929662","4.207143355929662"
"685","4.351040575239393","4.351040575239393","4.351040575239393","4.206368612864661","4.206368612864661","4.206368612864661"
"688","4.349200403879559","4.349200403879559","4.349200403879559","4.20789076789977","4.20789076789977","4.20789076789977"
"691","4.349050692149571","4.349050692149571","4.349050692149571","4.2057152097187345","4.2057152097187345","4.2057152097187345"
"694","4.349141033868941","4.349141033868941","4.349141033868941","4.208874842477223","4.208874842477223","4.208874842477223"
"697","4.349406961410764","4.349406961410764","4.349406961410764","4.207804414961073","4.207804414961073","4.207804414961073"
"700","4.349424676289634","4.349424676289634","4.349424676289634","4.207962183725266","4.207962183725266","4.207962183725266"
"703","4.349673831273639","4.349673831273639","4.349673831273639","4.206033771000211","4.206033771000211","4.206033771000211"
"706","4.348219080576821","4.348219080576821","4.348219080576821","4.206719496893505","4.206719496893505","4.206719496893505"
"709","4.349563242897155","4.349563242897155","4.349563242897155","4.207371829048036","4.207371829048036","4.207371829048036"
"712","4.351765367719862","4.351765367719862","4.351765367719862","4.206526094012791","4.206526094012791","4.206526094012791"
"715","4.34911458832877","4.34911458832877","4.34911458832877","4.205607115276276","4.205607115276276","4.205607115276276"
"718","4.3482031557295056","4.3482031557295056","4.3482031557295056","4.207279137202671","4.207279137202671","4.207279137202671"
"721","4.350732534650772","4.350732534650772","4.350732534650772","4.20716100647336","4.20716100647336","4.20716100647336"
"724","4.349337513484652","4.349337513484652","4.349337513484652","4.2068691821325395","4.2068691821325395","4.2068691821325395"
"727","4.3492429407816084","4.3492429407816084","4.3492429407816084","4.2088080322931685","4.2088080322931685","4.2088080322931685"
"730","4.351977726769825","4.351977726769825","4.351977726769825","4.206577161001781","4.206577161001781","4.206577161001781"
"733","4.352148267957899","4.352148267957899","4.352148267957899","4.2084045561533125","4.2084045561533125","4.2084045561533125"
"736","4.349609344724625","4.349609344724625","4.349609344724625","4.208571566475762","4.208571566475762","4.208571566475762"
"739","4.35096982547215","4.35096982547215","4.35096982547215","4.20872778362698","4.20872778362698","4.20872778362698"
"742","4.348908106486003","4.348908106486003","4.348908106486003","4.206765799295335","4.206765799295335","4.206765799295335"
"745","4.349374211023724","4.349374211023724","4.349374211023724","4.207647247919961","4.207647247919961","4.207647247919961"
"748","4.349394177633618","4.349394177633618","4.349394177633618","4.206777103363522","4.206777103363522","4.206777103363522"
